Mag_AB	   SNR  zodi Filt	time
  22.60    5.0  3.0  F213         19
  22.60   10.0  1.4  F062         10
  22.60   10.0  1.4  F087         19
  22.60   10.0  1.4  F106         19
  22.60   10.0  1.4  F129         19
  22.60   10.0  1.4  F158         19
  22.60   10.0  1.4  F184         28
  22.60   10.0  1.4  F146         10
  22.60   10.0  1.4  F213         37
  22.60   10.0  2.0  F062         10
  22.60   10.0  2.0  F087         19
  22.60   10.0  2.0  F106         19
  22.60   10.0  2.0  F129         19
  22.60   10.0  2.0  F158         19
  22.60   10.0  2.0  F184         28
  22.60   10.0  2.0  F146         10
  22.60   10.0  2.0  F213         37
  22.60   10.0  3.0  F062         10
  22.60   10.0  3.0  F087         19
  22.60   10.0  3.0  F106         19
  22.60   10.0  3.0  F129         19
  22.60   10.0  3.0  F158         19
  22.60   10.0  3.0  F184         28
  22.60   10.0  3.0  F146         10
  22.60   10.0  3.0  F213         37
  22.60   15.0  1.4  F062         19
  22.60   15.0  1.4  F087         28
  22.60   15.0  1.4  F106         28
  22.60   15.0  1.4  F129         28
  22.60   15.0  1.4  F158         28
  22.60   15.0  1.4  F184         37
  22.60   15.0  1.4  F146         10
  22.60   15.0  1.4  F213         64
  22.60   15.0  2.0  F062         19
  22.60   15.0  2.0  F087         28
  22.60   15.0  2.0  F106         28
  22.60   15.0  2.0  F129         28
  22.60   15.0  2.0  F158         28
  22.60   15.0  2.0  F184         37
  22.60   15.0  2.0  F146         10
  22.60   15.0  2.0  F213         73
  22.60   15.0  3.0  F062         19
  22.60   15.0  3.0  F087         28
  22.60   15.0  3.0  F106         28
  22.60   15.0  3.0  F129         28
  22.60   15.0  3.0  F158         28
  22.60   15.0  3.0  F184         37
  22.60   15.0  3.0  F146         10
  22.60   15.0  3.0  F213         73
  22.60   20.0  1.4  F062         19
  22.60   20.0  1.4  F087         28
  22.60   20.0  1.4  F106         28
  22.60   20.0  1.4  F129         37
  22.60   20.0  1.4  F158         37
  22.60   20.0  1.4  F184         55
  22.60   20.0  1.4  F146         19
  22.60   20.0  1.4  F213        110
  22.60   20.0  2.0  F062         19
  22.60   20.0  2.0  F087         28
  22.60   20.0  2.0  F106         28
  22.60   20.0  2.0  F129         37
  22.60   20.0  2.0  F158         37
  22.60   20.0  2.0  F184         55
  22.60   20.0  2.0  F146         19
  22.60   20.0  2.0  F213        110
  22.60   20.0  3.0  F062         19
  22.60   20.0  3.0  F087         28
  22.60   20.0  3.0  F106         28
  22.60   20.0  3.0  F129         37
  22.60   20.0  3.0  F158         37
  22.60   20.0  3.0  F184         55
  22.60   20.0  3.0  F146         19
  22.60   20.0  3.0  F213        110
  22.60   50.0  1.4  F062         73
  22.60   50.0  1.4  F087        110
  22.60   50.0  1.4  F106        110
  22.60   50.0  1.4  F129        110
  22.60   50.0  1.4  F158        110
  22.60   50.0  1.4  F184        183
  22.60   50.0  1.4  F146         37
  22.60   50.0  1.4  F213        639
  22.60   50.0  2.0  F062         83
  22.60   50.0  2.0  F087        110
  22.60   50.0  2.0  F106        110
  22.60   50.0  2.0  F129        110
  22.60   50.0  2.0  F158        110
  22.60   50.0  2.0  F184        183
  22.60   50.0  2.0  F146         37
  22.60   50.0  2.0  F213        648
  22.60   50.0  3.0  F062         83
  22.60   50.0  3.0  F087        119
  22.60   50.0  3.0  F106        110
  22.60   50.0  3.0  F129        119
  22.60   50.0  3.0  F158        119
  22.60   50.0  3.0  F184        201
  22.60   50.0  3.0  F146         46
  22.60   50.0  3.0  F213        657
  22.70    5.0  1.4  F062         10
  22.70    5.0  1.4  F087         10
  22.70    5.0  1.4  F106         10
  22.70    5.0  1.4  F129         10
  22.70    5.0  1.4  F158         10
  22.70    5.0  1.4  F184         19
  22.70    5.0  1.4  F146         10
  22.70    5.0  1.4  F213         19
  22.70    5.0  2.0  F062         10
  22.70    5.0  2.0  F087         10
  22.70    5.0  2.0  F106         10
  22.70    5.0  2.0  F129         10
  22.70    5.0  2.0  F158         10
  22.70    5.0  2.0  F184         19
  22.70    5.0  2.0  F146         10
  22.70    5.0  2.0  F213         19
  22.70    5.0  3.0  F062         10
  22.70    5.0  3.0  F087         10
  22.70    5.0  3.0  F106         10
  22.70    5.0  3.0  F129         10
  22.70    5.0  3.0  F158         10
  22.70    5.0  3.0  F184         19
  22.70    5.0  3.0  F146         10
  22.70    5.0  3.0  F213         19
  22.70   10.0  1.4  F062         10
  22.70   10.0  1.4  F087         19
  22.70   10.0  1.4  F106         19
  22.70   10.0  1.4  F129         19
  22.70   10.0  1.4  F158         19
  22.70   10.0  1.4  F184         28
  22.70   10.0  1.4  F146         10
  22.70   10.0  1.4  F213         46
  22.70   10.0  2.0  F062         10
  22.70   10.0  2.0  F087         19
  22.70   10.0  2.0  F106         19
  22.70   10.0  2.0  F129         19
  22.70   10.0  2.0  F158         19
  22.70   10.0  2.0  F184         28
  22.70   10.0  2.0  F146         10
  22.70   10.0  2.0  F213         46
  22.70   10.0  3.0  F062         10
  22.70   10.0  3.0  F087         19
  22.70   10.0  3.0  F106         19
  22.70   10.0  3.0  F129         19
  22.70   10.0  3.0  F158         19
  22.70   10.0  3.0  F184         28
  22.70   10.0  3.0  F146         10
  22.70   10.0  3.0  F213         46
  22.70   15.0  1.4  F062         19
  22.70   15.0  1.4  F087         28
  22.70   15.0  1.4  F106         28
  22.70   15.0  1.4  F129         28
  22.70   15.0  1.4  F158         28
  22.70   15.0  1.4  F184         46
  22.70   15.0  1.4  F146         10
  22.70   15.0  1.4  F213         83
  22.70   15.0  2.0  F062         19
  22.70   15.0  2.0  F087         28
  22.70   15.0  2.0  F106         28
  22.70   15.0  2.0  F129         28
  22.70   15.0  2.0  F158         28
  22.70   15.0  2.0  F184         46
  22.70   15.0  2.0  F146         10
  22.70   15.0  2.0  F213         83
  22.70   15.0  3.0  F062         19
  22.70   15.0  3.0  F087         28
  22.70   15.0  3.0  F106         28
  22.70   15.0  3.0  F129         28
  22.70   15.0  3.0  F158         28
  22.70   15.0  3.0  F184         46
  22.70   15.0  3.0  F146         10
  22.70   15.0  3.0  F213         83
  22.70   20.0  1.4  F062         28
  22.70   20.0  1.4  F087         37
  22.70   20.0  1.4  F106         37
  22.70   20.0  1.4  F129         37
  22.70   20.0  1.4  F158         37
  22.70   20.0  1.4  F184         55
  22.70   20.0  1.4  F146         19
  22.70   20.0  1.4  F213        128
  22.70   20.0  2.0  F062         28
  22.70   20.0  2.0  F087         37
  22.70   20.0  2.0  F106         37
  22.70   20.0  2.0  F129         37
  22.70   20.0  2.0  F158         37
  22.70   20.0  2.0  F184         55
  22.70   20.0  2.0  F146         19
  22.70   20.0  2.0  F213        128
  22.70   20.0  3.0  F062         28
  22.70   20.0  3.0  F087         37
  22.70   20.0  3.0  F106         37
  22.70   20.0  3.0  F129         37
  22.70   20.0  3.0  F158         37
  22.70   20.0  3.0  F184         55
  22.70   20.0  3.0  F146         19
  22.70   20.0  3.0  F213        128
  22.70   50.0  1.4  F062         83
  22.70   50.0  1.4  F087        119
  22.70   50.0  1.4  F106        119
  22.70   50.0  1.4  F129        119
  22.70   50.0  1.4  F158        119
  22.70   50.0  1.4  F184        201
  22.70   50.0  1.4  F146         46
  22.70   50.0  1.4  F213        748
  22.70   50.0  2.0  F062         83
  22.70   50.0  2.0  F087        119
  22.70   50.0  2.0  F106        119
  22.70   50.0  2.0  F129        119
  22.70   50.0  2.0  F158        128
  22.70   50.0  2.0  F184        210
  22.70   50.0  2.0  F146         46
  22.70   50.0  2.0  F213        757
  22.70   50.0  3.0  F062         92
  22.70   50.0  3.0  F087        128
  22.70   50.0  3.0  F106        128
  22.70   50.0  3.0  F129        128
  22.70   50.0  3.0  F158        128
  22.70   50.0  3.0  F184        219
  22.70   50.0  3.0  F146         46
  22.70   50.0  3.0  F213        776
  22.80    5.0  1.4  F062         10
  22.80    5.0  1.4  F087         10
  22.80    5.0  1.4  F106         10
  22.80    5.0  1.4  F129         10
  22.80    5.0  1.4  F158         10
  22.80    5.0  1.4  F184         19
  22.80    5.0  1.4  F146         10
  22.80    5.0  1.4  F213         19
  22.80    5.0  2.0  F062         10
  22.80    5.0  2.0  F087         10
  22.80    5.0  2.0  F106         10
  22.80    5.0  2.0  F129         10
  22.80    5.0  2.0  F158         10
  22.80    5.0  2.0  F184         19
  22.80    5.0  2.0  F146         10
  22.80    5.0  2.0  F213         19
  22.80    5.0  3.0  F062         10
  22.80    5.0  3.0  F087         10
  22.80    5.0  3.0  F106         10
  22.80    5.0  3.0  F129         10
  22.80    5.0  3.0  F158         10
  22.80    5.0  3.0  F184         19
  22.80    5.0  3.0  F146         10
  22.80    5.0  3.0  F213         19
  22.80   10.0  1.4  F062         10
  22.80   10.0  1.4  F087         19
  22.80   10.0  1.4  F106         19
  22.80   10.0  1.4  F129         19
  22.80   10.0  1.4  F158         19
  22.80   10.0  1.4  F184         28
  22.80   10.0  1.4  F146         10
  22.80   10.0  1.4  F213         46
  22.80   10.0  2.0  F062         10
  22.80   10.0  2.0  F087         19
  22.80   10.0  2.0  F106         19
  22.80   10.0  2.0  F129         19
  22.80   10.0  2.0  F158         19
  22.80   10.0  2.0  F184         28
  22.80   10.0  2.0  F146         10
  22.80   10.0  2.0  F213         46
  22.80   10.0  3.0  F062         10
  22.80   10.0  3.0  F087         19
  22.80   10.0  3.0  F106         19
  22.80   10.0  3.0  F129         19
  22.80   10.0  3.0  F158         19
  22.80   10.0  3.0  F184         28
  22.80   10.0  3.0  F146         10
  22.80   10.0  3.0  F213         46
  22.80   15.0  1.4  F062         19
  22.80   15.0  1.4  F087         28
  22.80   15.0  1.4  F106         28
  22.80   15.0  1.4  F129         28
  22.80   15.0  1.4  F158         28
  22.80   15.0  1.4  F184         46
  22.80   15.0  1.4  F146         10
  22.80   15.0  1.4  F213         92
  22.80   15.0  2.0  F062         19
  22.80   15.0  2.0  F087         28
  22.80   15.0  2.0  F106         28
  22.80   15.0  2.0  F129         28
  22.80   15.0  2.0  F158         28
  22.80   15.0  2.0  F184         46
  22.80   15.0  2.0  F146         10
  22.80   15.0  2.0  F213         92
  22.80   15.0  3.0  F062         19
  22.80   15.0  3.0  F087         28
  22.80   15.0  3.0  F106         28
  22.80   15.0  3.0  F129         28
  22.80   15.0  3.0  F158         28
  22.80   15.0  3.0  F184         46
  22.80   15.0  3.0  F146         10
  22.80   15.0  3.0  F213         92
  22.80   20.0  1.4  F062         28
  22.80   20.0  1.4  F087         37
  22.80   20.0  1.4  F106         37
  22.80   20.0  1.4  F129         37
  22.80   20.0  1.4  F158         37
  22.80   20.0  1.4  F184         64
  22.80   20.0  1.4  F146         19
  22.80   20.0  1.4  F213        146
  22.80   20.0  2.0  F062         28
  22.80   20.0  2.0  F087         37
  22.80   20.0  2.0  F106         37
  22.80   20.0  2.0  F129         37
  22.80   20.0  2.0  F158         37
  22.80   20.0  2.0  F184         64
  22.80   20.0  2.0  F146         19
  22.80   20.0  2.0  F213        146
  22.80   20.0  3.0  F062         28
  22.80   20.0  3.0  F087         37
  22.80   20.0  3.0  F106         37
  22.80   20.0  3.0  F129         37
  22.80   20.0  3.0  F158         37
  22.80   20.0  3.0  F184         64
  22.80   20.0  3.0  F146         19
  22.80   20.0  3.0  F213        156
  22.80   50.0  1.4  F062         92
  22.80   50.0  1.4  F087        128
  22.80   50.0  1.4  F106        128
  22.80   50.0  1.4  F129        128
  22.80   50.0  1.4  F158        137
  22.80   50.0  1.4  F184        219
  22.80   50.0  1.4  F146         46
  22.80   50.0  1.4  F213        885
  22.80   50.0  2.0  F062         92
  22.80   50.0  2.0  F087        137
  22.80   50.0  2.0  F106        128
  22.80   50.0  2.0  F129        137
  22.80   50.0  2.0  F158        137
  22.80   50.0  2.0  F184        228
  22.80   50.0  2.0  F146         46
  22.80   50.0  2.0  F213        903
  22.80   50.0  3.0  F062        101
  22.80   50.0  3.0  F087        137
  22.80   50.0  3.0  F106        137
  22.80   50.0  3.0  F129        146
  22.80   50.0  3.0  F158        146
  22.80   50.0  3.0  F184        247
  22.80   50.0  3.0  F146         55
  22.80   50.0  3.0  F213        922
  22.90    5.0  1.4  F062         10
  22.90    5.0  1.4  F087         10
  22.90    5.0  1.4  F106         10
  22.90    5.0  1.4  F129         10
  22.90    5.0  1.4  F158         10
  22.90    5.0  1.4  F184         19
  22.90    5.0  1.4  F146         10
  22.90    5.0  1.4  F213         28
  22.90    5.0  2.0  F062         10
  22.90    5.0  2.0  F087         10
  22.90    5.0  2.0  F106         10
  22.90    5.0  2.0  F129         10
  22.90    5.0  2.0  F158         10
  22.90    5.0  2.0  F184         19
  22.90    5.0  2.0  F146         10
  22.90    5.0  2.0  F213         28
  22.90    5.0  3.0  F062         10
  22.90    5.0  3.0  F087         10
  22.90    5.0  3.0  F106         10
  22.90    5.0  3.0  F129         10
  22.90    5.0  3.0  F158         10
  22.90    5.0  3.0  F184         19
  22.90    5.0  3.0  F146         10
  22.90    5.0  3.0  F213         28
  22.90   10.0  1.4  F062         19
  22.90   10.0  1.4  F087         19
  22.90   10.0  1.4  F106         19
  22.90   10.0  1.4  F129         19
  22.90   10.0  1.4  F158         19
  22.90   10.0  1.4  F184         37
  22.90   10.0  1.4  F146         10
  22.90   10.0  1.4  F213         55
  22.90   10.0  2.0  F062         19
  22.90   10.0  2.0  F087         19
  22.90   10.0  2.0  F106         19
  22.90   10.0  2.0  F129         19
  22.90   10.0  2.0  F158         19
  22.90   10.0  2.0  F184         37
  22.90   10.0  2.0  F146         10
  22.90   10.0  2.0  F213         55
  22.90   10.0  3.0  F062         19
  22.90   10.0  3.0  F087         19
  22.90   10.0  3.0  F106         19
  22.90   10.0  3.0  F129         19
  22.90   10.0  3.0  F158         19
  22.90   10.0  3.0  F184         37
  22.90   10.0  3.0  F146         10
  22.90   10.0  3.0  F213         55
  22.90   15.0  1.4  F062         19
  22.90   15.0  1.4  F087         28
  22.90   15.0  1.4  F106         28
  22.90   15.0  1.4  F129         28
  22.90   15.0  1.4  F158         37
  22.90   15.0  1.4  F184         46
  22.90   15.0  1.4  F146         10
  22.90   15.0  1.4  F213        101
  22.90   15.0  2.0  F062         19
  22.90   15.0  2.0  F087         28
  22.90   15.0  2.0  F106         28
  22.90   15.0  2.0  F129         28
  22.90   15.0  2.0  F158         37
  22.90   15.0  2.0  F184         46
  22.90   15.0  2.0  F146         10
  22.90   15.0  2.0  F213        101
  22.90   15.0  3.0  F062         19
  22.90   15.0  3.0  F087         28
  22.90   15.0  3.0  F106         28
  22.90   15.0  3.0  F129         28
  22.90   15.0  3.0  F158         37
  22.90   15.0  3.0  F184         55
  22.90   15.0  3.0  F146         10
  22.90   15.0  3.0  F213        110
  22.90   20.0  1.4  F062         28
  22.90   20.0  1.4  F087         37
  22.90   20.0  1.4  F106         37
  22.90   20.0  1.4  F129         37
  22.90   20.0  1.4  F158         46
  22.90   20.0  1.4  F184         64
  22.90   20.0  1.4  F146         19
  22.90   20.0  1.4  F213        174
  22.90   20.0  2.0  F062         28
  22.90   20.0  2.0  F087         37
  22.90   20.0  2.0  F106         37
  22.90   20.0  2.0  F129         46
  22.90   20.0  2.0  F158         46
  22.90   20.0  2.0  F184         64
  22.90   20.0  2.0  F146         19
  22.90   20.0  2.0  F213        174
  22.90   20.0  3.0  F062         28
  22.90   20.0  3.0  F087         37
  22.90   20.0  3.0  F106         37
  22.90   20.0  3.0  F129         46
  22.90   20.0  3.0  F158         46
  22.90   20.0  3.0  F184         73
  22.90   20.0  3.0  F146         19
  22.90   20.0  3.0  F213        183
  22.90   50.0  1.4  F062        101
  22.90   50.0  1.4  F087        146
  22.90   50.0  1.4  F106        137
  22.90   50.0  1.4  F129        146
  22.90   50.0  1.4  F158        146
  22.90   50.0  1.4  F184        247
  22.90   50.0  1.4  F146         55
  22.90   50.0  1.4  F213       1049
  22.90   50.0  2.0  F062        101
  22.90   50.0  2.0  F087        146
  22.90   50.0  2.0  F106        146
  22.90   50.0  2.0  F129        146
  22.90   50.0  2.0  F158        156
  22.90   50.0  2.0  F184        256
  22.90   50.0  2.0  F146         55
  22.90   50.0  2.0  F213       1068
  22.90   50.0  3.0  F062        110
  22.90   50.0  3.0  F087        156
  22.90   50.0  3.0  F106        156
  22.90   50.0  3.0  F129        156
  22.90   50.0  3.0  F158        165
  22.90   50.0  3.0  F184        274
  22.90   50.0  3.0  F146         55
  22.90   50.0  3.0  F213       1086
  23.00    5.0  1.4  F062         10
  23.00    5.0  1.4  F087         10
  23.00    5.0  1.4  F106         10
  23.00    5.0  1.4  F129         10
  23.00    5.0  1.4  F158         10
  23.00    5.0  1.4  F184         19
  23.00    5.0  1.4  F146         10
  23.00    5.0  1.4  F213         28
  23.00    5.0  2.0  F062         10
  23.00    5.0  2.0  F087         10
  23.00    5.0  2.0  F106         10
  23.00    5.0  2.0  F129         10
  23.00    5.0  2.0  F158         10
  23.00    5.0  2.0  F184         19
  23.00    5.0  2.0  F146         10
  23.00    5.0  2.0  F213         28
  23.00    5.0  3.0  F062         10
  23.00    5.0  3.0  F087         10
  23.00    5.0  3.0  F106         10
  23.00    5.0  3.0  F129         10
  23.00    5.0  3.0  F158         19
  23.00    5.0  3.0  F184         19
  23.00    5.0  3.0  F146         10
  23.00    5.0  3.0  F213         28
  23.00   10.0  1.4  F062         19
  23.00   10.0  1.4  F087         19
  23.00   10.0  1.4  F106         19
  23.00   10.0  1.4  F129         19
  23.00   10.0  1.4  F158         28
  23.00   10.0  1.4  F184         37
  23.00   10.0  1.4  F146         10
  23.00   10.0  1.4  F213         64
  23.00   10.0  2.0  F062         19
  23.00   10.0  2.0  F087         19
  23.00   10.0  2.0  F106         19
  23.00   10.0  2.0  F129         19
  23.00   10.0  2.0  F158         28
  23.00   10.0  2.0  F184         37
  23.00   10.0  2.0  F146         10
  23.00   10.0  2.0  F213         64
  23.00   10.0  3.0  F062         19
  23.00   10.0  3.0  F087         19
  23.00   10.0  3.0  F106         19
  23.00   10.0  3.0  F129         28
  23.00   10.0  3.0  F158         28
  23.00   10.0  3.0  F184         37
  23.00   10.0  3.0  F146         10
  23.00   10.0  3.0  F213         64
  23.00   15.0  1.4  F062         19
  23.00   15.0  1.4  F087         28
  23.00   15.0  1.4  F106         28
  23.00   15.0  1.4  F129         37
  23.00   15.0  1.4  F158         37
  23.00   15.0  1.4  F184         55
  23.00   15.0  1.4  F146         19
  23.00   15.0  1.4  F213        119
  23.00   15.0  2.0  F062         19
  23.00   15.0  2.0  F087         28
  23.00   15.0  2.0  F106         28
  23.00   15.0  2.0  F129         37
  23.00   15.0  2.0  F158         37
  23.00   15.0  2.0  F184         55
  23.00   15.0  2.0  F146         19
  23.00   15.0  2.0  F213        119
  23.00   15.0  3.0  F062         19
  23.00   15.0  3.0  F087         28
  23.00   15.0  3.0  F106         37
  23.00   15.0  3.0  F129         37
  23.00   15.0  3.0  F158         37
  23.00   15.0  3.0  F184         55
  23.00   15.0  3.0  F146         19
  23.00   15.0  3.0  F213        128
  23.00   20.0  1.4  F062         28
  23.00   20.0  1.4  F087         46
  23.00   20.0  1.4  F106         46
  23.00   20.0  1.4  F129         46
  23.00   20.0  1.4  F158         46
  23.00   20.0  1.4  F184         73
  23.00   20.0  1.4  F146         19
  23.00   20.0  1.4  F213        201
  23.00   20.0  2.0  F062         28
  23.00   20.0  2.0  F087         46
  23.00   20.0  2.0  F106         46
  23.00   20.0  2.0  F129         46
  23.00   20.0  2.0  F158         46
  23.00   20.0  2.0  F184         73
  23.00   20.0  2.0  F146         19
  23.00   20.0  2.0  F213        210
  23.00   20.0  3.0  F062         28
  23.00   20.0  3.0  F087         46
  23.00   20.0  3.0  F106         46
  23.00   20.0  3.0  F129         46
  23.00   20.0  3.0  F158         46
  23.00   20.0  3.0  F184         73
  23.00   20.0  3.0  F146         19
  23.00   20.0  3.0  F213        210
  23.00   50.0  1.4  F062        110
  23.00   50.0  1.4  F087        156
  23.00   50.0  1.4  F106        156
  23.00   50.0  1.4  F129        156
  23.00   50.0  1.4  F158        165
  23.00   50.0  1.4  F184        283
  23.00   50.0  1.4  F146         55
  23.00   50.0  1.4  F213       1250
  23.00   50.0  2.0  F062        119
  23.00   50.0  2.0  F087        165
  23.00   50.0  2.0  F106        165
  23.00   50.0  2.0  F129        165
  23.00   50.0  2.0  F158        174
  23.00   50.0  2.0  F184        292
  23.00   50.0  2.0  F146         64
  23.00   50.0  2.0  F213       1268
  23.00   50.0  3.0  F062        119
  23.00   50.0  3.0  F087        174
  23.00   50.0  3.0  F106        174
  23.00   50.0  3.0  F129        174
  23.00   50.0  3.0  F158        183
  23.00   50.0  3.0  F184        311
  23.00   50.0  3.0  F146         64
  23.00   50.0  3.0  F213       1296
  23.10    5.0  1.4  F062         10
  23.10    5.0  1.4  F087         10
  23.10    5.0  1.4  F106         10
  23.10    5.0  1.4  F129         19
  23.10    5.0  1.4  F158         19
  23.10    5.0  1.4  F184         19
  23.10    5.0  1.4  F146         10
  23.10    5.0  1.4  F213         28
  23.10    5.0  2.0  F062         10
  23.10    5.0  2.0  F087         10
  23.10    5.0  2.0  F106         10
  23.10    5.0  2.0  F129         19
  23.10    5.0  2.0  F158         19
  23.10    5.0  2.0  F184         19
  23.10    5.0  2.0  F146         10
  23.10    5.0  2.0  F213         28
  23.10    5.0  3.0  F062         10
  23.10    5.0  3.0  F087         10
  23.10    5.0  3.0  F106         10
  23.10    5.0  3.0  F129         19
  23.10    5.0  3.0  F158         19
  23.10    5.0  3.0  F184         19
  23.10    5.0  3.0  F146         10
  23.10    5.0  3.0  F213         28
  23.10   10.0  1.4  F062         19
  23.10   10.0  1.4  F087         19
  23.10   10.0  1.4  F106         28
  23.10   10.0  1.4  F129         28
  23.10   10.0  1.4  F158         28
  23.10   10.0  1.4  F184         37
  23.10   10.0  1.4  F146         10
  23.10   10.0  1.4  F213         73
  23.10   10.0  2.0  F062         19
  23.10   10.0  2.0  F087         19
  23.10   10.0  2.0  F106         28
  23.10   10.0  2.0  F129         28
  23.10   10.0  2.0  F158         28
  23.10   10.0  2.0  F184         37
  23.10   10.0  2.0  F146         10
  23.10   10.0  2.0  F213         73
  23.10   10.0  3.0  F062         19
  23.10   10.0  3.0  F087         28
  23.10   10.0  3.0  F106         28
  23.10   10.0  3.0  F129         28
  23.10   10.0  3.0  F158         28
  23.10   10.0  3.0  F184         37
  23.10   10.0  3.0  F146         10
  23.10   10.0  3.0  F213         73
  23.10   15.0  1.4  F062         28
  23.10   15.0  1.4  F087         37
  23.10   15.0  1.4  F106         37
  23.10   15.0  1.4  F129         37
  23.10   15.0  1.4  F158         37
  23.10   15.0  1.4  F184         55
  23.10   15.0  1.4  F146         19
  23.10   15.0  1.4  F213        137
  23.10   15.0  2.0  F062         28
  23.10   15.0  2.0  F087         37
  23.10   15.0  2.0  F106         37
  23.10   15.0  2.0  F129         37
  23.10   15.0  2.0  F158         37
  23.10   15.0  2.0  F184         55
  23.10   15.0  2.0  F146         19
  23.10   15.0  2.0  F213        146
  23.10   15.0  3.0  F062         28
  23.10   15.0  3.0  F087         37
  23.10   15.0  3.0  F106         37
  23.10   15.0  3.0  F129         37
  23.10   15.0  3.0  F158         37
  23.10   15.0  3.0  F184         64
  23.10   15.0  3.0  F146         19
  23.10   15.0  3.0  F213        146
  23.10   20.0  1.4  F062         37
  23.10   20.0  1.4  F087         46
  23.10   20.0  1.4  F106         46
  23.10   20.0  1.4  F129         46
  23.10   20.0  1.4  F158         55
  23.10   20.0  1.4  F184         83
  23.10   20.0  1.4  F146         19
  23.10   20.0  1.4  F213        238
  23.10   20.0  2.0  F062         37
  23.10   20.0  2.0  F087         46
  23.10   20.0  2.0  F106         46
  23.10   20.0  2.0  F129         46
  23.10   20.0  2.0  F158         55
  23.10   20.0  2.0  F184         83
  23.10   20.0  2.0  F146         19
  23.10   20.0  2.0  F213        247
  23.10   20.0  3.0  F062         37
  23.10   20.0  3.0  F087         46
  23.10   20.0  3.0  F106         46
  23.10   20.0  3.0  F129         46
  23.10   20.0  3.0  F158         55
  23.10   20.0  3.0  F184         83
  23.10   20.0  3.0  F146         19
  23.10   20.0  3.0  F213        247
  23.10   50.0  1.4  F062        128
  23.10   50.0  1.4  F087        174
  23.10   50.0  1.4  F106        174
  23.10   50.0  1.4  F129        174
  23.10   50.0  1.4  F158        183
  23.10   50.0  1.4  F184        311
  23.10   50.0  1.4  F146         64
  23.10   50.0  1.4  F213       1478
  23.10   50.0  2.0  F062        128
  23.10   50.0  2.0  F087        183
  23.10   50.0  2.0  F106        183
  23.10   50.0  2.0  F129        183
  23.10   50.0  2.0  F158        192
  23.10   50.0  2.0  F184        329
  23.10   50.0  2.0  F146         64
  23.10   50.0  2.0  F213       1496
  23.10   50.0  3.0  F062        128
  23.10   50.0  3.0  F087        192
  23.10   50.0  3.0  F106        192
  23.10   50.0  3.0  F129        201
  23.10   50.0  3.0  F158        201
  23.10   50.0  3.0  F184        356
  23.10   50.0  3.0  F146         73
  23.10   50.0  3.0  F213       1533
  23.20    5.0  1.4  F062         10
  23.20    5.0  1.4  F087         10
  23.20    5.0  1.4  F106         19
  23.20    5.0  1.4  F129         19
  23.20    5.0  1.4  F158         19
  23.20    5.0  1.4  F184         28
  23.20    5.0  1.4  F146         10
  23.20    5.0  1.4  F213         37
  23.20    5.0  2.0  F062         10
  23.20    5.0  2.0  F087         19
  23.20    5.0  2.0  F106         19
  23.20    5.0  2.0  F129         19
  23.20    5.0  2.0  F158         19
  23.20    5.0  2.0  F184         28
  23.20    5.0  2.0  F146         10
  23.20    5.0  2.0  F213         37
  23.20    5.0  3.0  F062         10
  23.20    5.0  3.0  F087         19
  23.20    5.0  3.0  F106         19
  23.20    5.0  3.0  F129         19
  23.20    5.0  3.0  F158         19
  23.20    5.0  3.0  F184         28
  23.20    5.0  3.0  F146         10
  23.20    5.0  3.0  F213         37
  23.20   10.0  1.4  F062         19
  23.20   10.0  1.4  F087         28
  23.20   10.0  1.4  F106         28
  23.20   10.0  1.4  F129         28
  23.20   10.0  1.4  F158         28
  23.20   10.0  1.4  F184         46
  23.20   10.0  1.4  F146         10
  23.20   10.0  1.4  F213         83
  23.20   10.0  2.0  F062         19
  23.20   10.0  2.0  F087         28
  23.20   10.0  2.0  F106         28
  23.20   10.0  2.0  F129         28
  23.20   10.0  2.0  F158         28
  23.20   10.0  2.0  F184         46
  23.20   10.0  2.0  F146         10
  23.20   10.0  2.0  F213         83
  23.20   10.0  3.0  F062         19
  23.20   10.0  3.0  F087         28
  23.20   10.0  3.0  F106         28
  23.20   10.0  3.0  F129         28
  23.20   10.0  3.0  F158         28
  23.20   10.0  3.0  F184         46
  23.20   10.0  3.0  F146         10
  23.20   10.0  3.0  F213         83
  23.20   15.0  1.4  F062         28
  23.20   15.0  1.4  F087         37
  23.20   15.0  1.4  F106         37
  23.20   15.0  1.4  F129         37
  23.20   15.0  1.4  F158         37
  23.20   15.0  1.4  F184         64
  23.20   15.0  1.4  F146         19
  23.20   15.0  1.4  F213        165
  23.20   15.0  2.0  F062         28
  23.20   15.0  2.0  F087         37
  23.20   15.0  2.0  F106         37
  23.20   15.0  2.0  F129         37
  23.20   15.0  2.0  F158         37
  23.20   15.0  2.0  F184         64
  23.20   15.0  2.0  F146         19
  23.20   15.0  2.0  F213        165
  23.20   15.0  3.0  F062         28
  23.20   15.0  3.0  F087         37
  23.20   15.0  3.0  F106         37
  23.20   15.0  3.0  F129         37
  23.20   15.0  3.0  F158         46
  23.20   15.0  3.0  F184         64
  23.20   15.0  3.0  F146         19
  23.20   15.0  3.0  F213        174
  23.20   20.0  1.4  F062         37
  23.20   20.0  1.4  F087         46
  23.20   20.0  1.4  F106         46
  23.20   20.0  1.4  F129         55
  23.20   20.0  1.4  F158         55
  23.20   20.0  1.4  F184         83
  23.20   20.0  1.4  F146         19
